[2023-04-10 16:41:56,982][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:12:15,180][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,786][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,814][worker-0][INFO] Initialized application
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,817][worker-0][INFO] Initialized Seeds
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,820][worker-0][INFO] Initialized CORS
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:13:30,823][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,653][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,677][worker-0][INFO] Initialized application
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,679][worker-0][INFO] Initialized Seeds
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,680][worker-0][INFO] Initialized CORS
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-15 23:17:22,682][worker-0][INFO] App Initialization is finished successfully
[2023-04-18 22:22:08,780][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-18 22:22:09,879][worker-0][INFO] Initialized application
[2023-04-18 22:22:09,884][worker-0][INFO] Initialized Seeds
[2023-04-18 22:22:09,888][worker-0][INFO] Initialized CORS
[2023-04-18 22:22:09,890][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 22:41:09,346][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 22:41:11,263][worker-0][ERROR] An error happened during initializing app components: cannot import name 'quad_equation_solution' from 'portal.application.equations_inequalities' (C:\Users\saija\Downloads\Mathematical_Calculation_V4 2\Mathematical_Calculation_V4\portal\application\equations_inequalities\__init__.py)
[2023-04-24 22:43:46,489][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 22:43:46,489][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 22:43:46,586][worker-0][INFO] Initialized application
[2023-04-24 22:43:46,586][worker-0][INFO] Initialized application
[2023-04-24 22:43:46,591][worker-0][INFO] Initialized Seeds
[2023-04-24 22:43:46,591][worker-0][INFO] Initialized Seeds
[2023-04-24 22:43:46,596][worker-0][INFO] Initialized CORS
[2023-04-24 22:43:46,596][worker-0][INFO] Initialized CORS
[2023-04-24 22:43:46,601][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 22:43:46,601][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 22:57:18,885][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 22:57:18,885][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 22:57:18,885][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 22:57:18,981][worker-0][INFO] Initialized application
[2023-04-24 22:57:18,981][worker-0][INFO] Initialized application
[2023-04-24 22:57:18,981][worker-0][INFO] Initialized application
[2023-04-24 22:57:18,984][worker-0][INFO] Initialized Seeds
[2023-04-24 22:57:18,984][worker-0][INFO] Initialized Seeds
[2023-04-24 22:57:18,984][worker-0][INFO] Initialized Seeds
[2023-04-24 22:57:18,988][worker-0][INFO] Initialized CORS
[2023-04-24 22:57:18,988][worker-0][INFO] Initialized CORS
[2023-04-24 22:57:18,988][worker-0][INFO] Initialized CORS
[2023-04-24 22:57:18,992][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 22:57:18,992][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 22:57:18,992][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:08:31,094][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:08:31,094][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:08:31,094][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:08:31,094][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:08:31,157][worker-0][INFO] Initialized application
[2023-04-24 23:08:31,157][worker-0][INFO] Initialized application
[2023-04-24 23:08:31,157][worker-0][INFO] Initialized application
[2023-04-24 23:08:31,157][worker-0][INFO] Initialized application
[2023-04-24 23:08:31,161][worker-0][INFO] Initialized Seeds
[2023-04-24 23:08:31,161][worker-0][INFO] Initialized Seeds
[2023-04-24 23:08:31,161][worker-0][INFO] Initialized Seeds
[2023-04-24 23:08:31,161][worker-0][INFO] Initialized Seeds
[2023-04-24 23:08:31,166][worker-0][INFO] Initialized CORS
[2023-04-24 23:08:31,166][worker-0][INFO] Initialized CORS
[2023-04-24 23:08:31,166][worker-0][INFO] Initialized CORS
[2023-04-24 23:08:31,166][worker-0][INFO] Initialized CORS
[2023-04-24 23:08:31,170][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:08:31,170][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:08:31,170][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:08:31,170][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:17:39,915][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:17:39,915][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:17:39,915][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:17:39,915][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:17:39,915][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:17:39,976][worker-0][INFO] Initialized application
[2023-04-24 23:17:39,976][worker-0][INFO] Initialized application
[2023-04-24 23:17:39,976][worker-0][INFO] Initialized application
[2023-04-24 23:17:39,976][worker-0][INFO] Initialized application
[2023-04-24 23:17:39,976][worker-0][INFO] Initialized application
[2023-04-24 23:17:39,980][worker-0][INFO] Initialized Seeds
[2023-04-24 23:17:39,980][worker-0][INFO] Initialized Seeds
[2023-04-24 23:17:39,980][worker-0][INFO] Initialized Seeds
[2023-04-24 23:17:39,980][worker-0][INFO] Initialized Seeds
[2023-04-24 23:17:39,980][worker-0][INFO] Initialized Seeds
[2023-04-24 23:17:39,986][worker-0][INFO] Initialized CORS
[2023-04-24 23:17:39,986][worker-0][INFO] Initialized CORS
[2023-04-24 23:17:39,986][worker-0][INFO] Initialized CORS
[2023-04-24 23:17:39,986][worker-0][INFO] Initialized CORS
[2023-04-24 23:17:39,986][worker-0][INFO] Initialized CORS
[2023-04-24 23:17:39,989][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:17:39,989][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:17:39,989][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:17:39,989][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:17:39,989][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:19:27,255][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:19:27,255][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:19:27,255][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:19:27,255][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:19:27,255][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:19:27,255][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-24 23:19:27,314][worker-0][INFO] Initialized application
[2023-04-24 23:19:27,314][worker-0][INFO] Initialized application
[2023-04-24 23:19:27,314][worker-0][INFO] Initialized application
[2023-04-24 23:19:27,314][worker-0][INFO] Initialized application
[2023-04-24 23:19:27,314][worker-0][INFO] Initialized application
[2023-04-24 23:19:27,314][worker-0][INFO] Initialized application
[2023-04-24 23:19:27,318][worker-0][INFO] Initialized Seeds
[2023-04-24 23:19:27,318][worker-0][INFO] Initialized Seeds
[2023-04-24 23:19:27,318][worker-0][INFO] Initialized Seeds
[2023-04-24 23:19:27,318][worker-0][INFO] Initialized Seeds
[2023-04-24 23:19:27,318][worker-0][INFO] Initialized Seeds
[2023-04-24 23:19:27,318][worker-0][INFO] Initialized Seeds
[2023-04-24 23:19:27,322][worker-0][INFO] Initialized CORS
[2023-04-24 23:19:27,322][worker-0][INFO] Initialized CORS
[2023-04-24 23:19:27,322][worker-0][INFO] Initialized CORS
[2023-04-24 23:19:27,322][worker-0][INFO] Initialized CORS
[2023-04-24 23:19:27,322][worker-0][INFO] Initialized CORS
[2023-04-24 23:19:27,322][worker-0][INFO] Initialized CORS
[2023-04-24 23:19:27,325][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:19:27,325][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:19:27,325][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:19:27,325][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:19:27,325][worker-0][INFO] App Initialization is finished successfully
[2023-04-24 23:19:27,325][worker-0][INFO] App Initialization is finished successfully
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,189][worker-0][INFO] Initialized logger with level 10 for worker 0
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,308][worker-0][INFO] Initialized application
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,315][worker-0][INFO] Initialized Seeds
[2023-04-25 23:31:29,321][worker-0][INFO] Initialized CORS
[2023-04-25 23:31:29,321][worker-0][INFO] Initialized CORS
[2023-04-25 23:31:29,321][worker-0][INFO] Initialized CORS
[2023-04-25 23:31:29,321][worker-0][INFO] Initialized CORS
[2023-04-25 23:31:29,321][worker-0][INFO] Initialized CORS
[2023-04-25 23:31:29,321][worker-0][INFO] Initialized CORS
